year,month,country,product,units,sales
2023,12,United States,Mountain-100 Silver,0,3061.49
2023,12,United States,Mountain-200 Black,20,46041.81
2023,12,United States,Mountain-200 Silver,18,39682.54
2023,12,United States,Mountain-400-W Silver,6,4825.03
2023,12,United States,Mountain-500 Black,2,1219.92
2023,12,United States,Road-150 Red,16,46710.67
2023,12,United States,Road-250 Black,2,3617.17
2023,12,United States,Road-250 Red,0,2385.56
2023,12,United States,Road-350-W Yellow,5,9854.54
2023,12,United States,Road-550-W Yellow,6,6017.23
2023,12,United States,Road-650 Black,2,1566.81
2023,12,United States,Road-650 Red,6,4349.89
2023,12,United States,Road-750 Black,7,3646.67
2024,1,Australia,Mountain-200 Black,18,32465.00
2024,1,Australia,Mountain-200 Silver,9,20270.53
2024,1,Australia,Mountain-400-W Silver,2,1253.57
2024,1,Australia,Mountain-500 Black,5,2541.50
2024,1,Australia,Mountain-500 Silver,10,4432.06
2024,1,Australia,Road-150 Red,2,14294.70
2024,1,Australia,Road-250 Black,15,30230.32
2024,1,Australia,Road-250 Red,2,4878.78
2024,1,Australia,Road-350-W Yellow,3,6271.45
2024,1,Australia,Road-550-W Yellow,18,17147.78
2024,1,Australia,Road-650 Red,1,1362.87
2024,1,Australia,Road-750 Black,45,22963.78
2024,1,Canada,Mountain-200 Silver,4,9205.09
2024,1,Canada,Mountain-500 Black,1,1159.55
2024,1,Canada,Road-150 Red,10,34996.53
2024,1,Canada,Road-250 Black,2,10476.20
2024,1,Canada,Road-250 Red,1,5701.46
2024,1,Canada,Road-350-W Yellow,6,11456.52
2024,1,Canada,Road-550-W Yellow,5,9641.04
2024,1,Canada,Road-750 Black,3,2300.35
2024,1,France,Mountain-100 Black,1,5439.46
2024,1,France,Road-150 Red,10,29346.88
2024,1,France,Road-250 Black,3,8257.51
2024,1,France,Road-250 Red,0,4322.27
2024,1,France,Road-350-W Yellow,1,2929.52
2024,1,France,Road-550-W Yellow,1,1908.20
2024,1,France,Road-650 Black,0,1521.89
2024,1,France,Road-750 Black,2,1982.57
2024,1,Germany,Mountain-200 Black,5,13259.42
2024,1,Germany,Mountain-500 Silver,2,1120.95
2024,1,Germany,Road-150 Red,8,27411.60
2024,1,Germany,Road-250 Black,8,17961.39
2024,1,Germany,Road-250 Red,0,5510.42
2024,1,Germany,Road-550-W Yellow,3,4534.78
2024,1,Germany,Road-650 Black,2,1705.34
2024,1,Germany,Road-650 Red,1,1139.15
2024,1,Germany,Road-750 Black,0,939.08
2024,1,United Kingdom,Mountain-200 Black,2,4616.24
2024,1,United Kingdom,Mountain-200 Silver,2,4452.32
2024,1,United Kingdom,Mountain-400-W Silver,4,3542.16
2024,1,United Kingdom,Road-250 Black,2,5034.64
2024,1,United Kingdom,Road-250 Red,1,5408.48
2024,1,United Kingdom,Road-350-W Yellow,4,7287.92
2024,1,United Kingdom,Road-550-W Yellow,6,7345.68
2024,1,United Kingdom,Road-750 Black,2,2345.72
2024,1,United States,Mountain-100 Black,2,6236.79
2024,1,United States,Mountain-100 Silver,3,14696.95
2024,1,United States,Mountain-200 Black,4,13854.49
2024,1,United States,Mountain-200 Silver,2,10941.84
2024,1,United States,Mountain-400-W Silver,2,1607.40
2024,1,United States,Mountain-500 Black,2,959.97
2024,1,United States,Road-150 Red,37,135182.85
2024,1,United States,Road-250 Black,16,50858.21
2024,1,United States,Road-250 Red,6,18176.03
2024,1,United States,Road-350-W Yellow,14,20605.03
2024,1,United States,Road-550-W Yellow,20,21342.14
2024,1,United States,Road-650 Black,5,3872.76
2024,1,United States,Road-650 Red,11,8427.94
2024,1,United States,Road-750 Black,30,12885.86
2024,2,Australia,Mountain-200 Black,25,41385.54
2024,2,Australia,Mountain-200 Silver,15,31800.05
2024,2,Australia,Mountain-400-W Silver,1,1502.34
2024,2,Australia,Mountain-500 Black,2,1734.94
2024,2,Australia,Mountain-500 Silver,0,1016.42
2024,2,Australia,Road-150 Red,5,17955.07
2024,2,Australia,Road-250 Black,23,53067.87
2024,2,Australia,Road-250 Red,4,8597.00
2024,2,Australia,Road-350-W Yellow,27,38301.10
2024,2,Australia,Road-550-W Yellow,9,9862.79
2024,2,Australia,Road-750 Black,15,6585.85
2024,2,Canada,Mountain-200 Black,0,4822.31
2024,2,Canada,Mountain-200 Silver,3,10130.05
2024,2,Canada,Mountain-400-W Silver,1,1603.53
2024,2,Canada,Mountain-500 Black,2,1277.59
2024,2,Canada,Road-150 Red,9,34490.51
2024,2,Canada,Road-250 Black,2,5295.19
2024,2,Canada,Road-250 Red,5,15598.12
2024,2,Canada,Road-350-W Yellow,2,3583.77
2024,2,Canada,Road-550-W Yellow,5,6588.92
2024,2,Canada,Road-650 Red,1,1582.76
2024,2,Canada,Road-750 Black,7,4115.96
2024,2,France,Mountain-200 Black,4,7740.01
2024,2,France,Road-150 Red,16,48776.96
2024,2,France,Road-250 Black,2,9589.97
2024,2,France,Road-250 Red,3,8762.01
2024,2,France,Road-350-W Yellow,3,6565.75
2024,2,France,Road-550-W Yellow,2,3861.33
2024,2,France,Road-650 Red,1,1626.54
2024,2,France,Road-750 Black,5,2738.21
2024,2,Germany,Mountain-200 Silver,6,12399.87
2024,2,Germany,Road-150 Red,0,7182.47
2024,2,Germany,Road-250 Black,6,17084.40
2024,2,Germany,Road-250 Red,4,14888.84
2024,2,Germany,Road-350-W Yellow,4,9116.01
2024,2,Germany,Road-650 Black,8,6426.37
2024,2,Germany,Road-650 Red,6,3967.22
2024,2,Germany,Road-750 Black,2,1096.33
2024,2,United Kingdom,Mountain-200 Silver,5,16555.96
2024,2,United Kingdom,Mountain-400-W Silver,2,3350.47
2024,2,United Kingdom,Mountain-500 Black,1,1119.59
2024,2,United Kingdom,Mountain-500 Silver,1,1184.84
2024,2,United Kingdom,Road-150 Red,1,6548.95
2024,2,United Kingdom,Road-250 Black,5,14650.79
2024,2,United Kingdom,Road-250 Red,7,18317.80
2024,2,United Kingdom,Road-350-W Yellow,1,3925.70
2024,2,United Kingdom,Road-550-W Yellow,6,6597.14
2024,2,United Kingdom,Road-650 Red,1,1633.31
2024,2,United Kingdom,Road-750 Black,7,4496.35
2024,2,United States,Mountain-200 Black,9,21711.46
2024,2,United States,Mountain-200 Silver,7,17967.78
2024,2,United States,Mountain-400-W Silver,8,6780.43
2024,2,United States,Mountain-500 Black,0,1169.68
2024,2,United States,Road-150 Red,52,164744.71
2024,2,United States,Road-250 Black,10,22683.58
2024,2,United States,Road-250 Red,21,54625.50
2024,2,United States,Road-350-W Yellow,10,18067.80
2024,2,United States,Road-550-W Yellow,32,35251.04
2024,2,United States,Road-650 Black,12,10463.37
2024,2,United States,Road-650 Red,3,4410.26
2024,2,United States,Road-750 Black,29,15869.86
2024,3,Australia,Mountain-200 Black,9,18722.31
2024,3,Australia,Mountain-200 Silver,28,48930.94
2024,3,Australia,Mountain-500 Black,3,1724.71
2024,3,Australia,Mountain-500 Silver,15,7844.20
2024,3,Australia,Road-150 Red,7,24014.16
2024,3,Australia,Road-250 Black,20,39053.78
2024,3,Australia,Road-250 Red,3,9066.08
2024,3,Australia,Road-350-W Yellow,18,25340.59
2024,3,Australia,Road-550-W Yellow,26,28821.58
2024,3,Australia,Road-750 Black,21,9777.55
2024,3,Canada,Mountain-200 Black,2,4815.18
2024,3,Canada,Mountain-500 Black,2,1226.33
2024,3,Canada,Road-150 Red,6,28104.04
2024,3,Canada,Road-250 Black,5,14189.71
2024,3,Canada,Road-250 Red,23,64536.97
2024,3,Canada,Road-550-W Yellow,6,7097.83
2024,3,Canada,Road-650 Red,4,2933.78
2024,3,Canada,Road-750 Black,10,5212.83
2024,3,France,Mountain-200 Black,10,19644.22
2024,3,France,Mountain-200 Silver,5,14379.80
2024,3,France,Road-150 Red,12,39369.98
2024,3,France,Road-250 Black,2,4504.99
2024,3,France,Road-250 Red,7,20105.35
2024,3,France,Road-750 Black,1,1047.35
2024,3,Germany,Mountain-200 Silver,2,8710.05
2024,3,Germany,Mountain-500 Black,1,1066.07
2024,3,Germany,Road-150 Red,5,20426.19
2024,3,Germany,Road-250 Black,4,15164.38
2024,3,Germany,Road-250 Red,2,9521.04
2024,3,Germany,Road-350-W Yellow,1,3575.36
2024,3,Germany,Road-550-W Yellow,5,6226.15
2024,3,Germany,Road-650 Black,5,4631.85
2024,3,Germany,Road-750 Black,4,2054.55
2024,3,United Kingdom,Mountain-200 Black,0,4793.93
2024,3,United Kingdom,Mountain-200 Silver,4,9851.92
2024,3,United Kingdom,Mountain-400-W Silver,1,1609.78
2024,3,United Kingdom,Mountain-500 Silver,0,1152.34
2024,3,United Kingdom,Road-150 Red,7,26126.34
2024,3,United Kingdom,Road-250 Red,5,14572.56
2024,3,United Kingdom,Road-350-W Yellow,16,22996.17
2024,3,United Kingdom,Road-550-W Yellow,11,13215.90
2024,3,United Kingdom,Road-650 Black,0,1598.27
2024,3,United Kingdom,Road-650 Red,1,1628.40
2024,3,United Kingdom,Road-750 Black,18,9534.49
2024,3,United States,Mountain-200 Black,16,28404.34
2024,3,United States,Mountain-200 Silver,26,47559.98
2024,3,United States,Mountain-400-W Silver,1,1177.21
2024,3,United States,Mountain-500 Black,1,1189.38
2024,3,United States,Road-150 Red,46,162152.19
2024,3,United States,Road-250 Black,10,23981.88
2024,3,United States,Road-250 Red,8,19705.06
2024,3,United States,Road-350-W Yellow,9,13876.01
2024,3,United States,Road-550-W Yellow,35,38162.63
2024,3,United States,Road-650 Black,8,6184.90
2024,3,United States,Road-650 Red,10,9851.02
2024,3,United States,Road-750 Black,34,15736.00
2024,4,Australia,Mountain-200 Black,8,21971.55
2024,4,Australia,Mountain-200 Silver,3,8680.93
2024,4,Australia,Road-150 Red,5,19095.75
2024,4,Australia,Road-250 Black,57,119943.44
2024,4,Australia,Road-250 Red,8,21394.67
2024,4,Australia,Road-350-W Yellow,22,34047.32
2024,4,Australia,Road-550-W Yellow,11,11645.58
2024,4,Australia,Road-650 Black,1,1259.37
2024,4,Australia,Road-750 Black,3,1995.00
2024,4,Canada,Mountain-200 Black,1,5041.17
2024,4,Canada,Road-150 Red,8,25948.95
2024,4,Canada,Road-350-W Yellow,2,8242.06
2024,4,Canada,Road-550-W Yellow,4,4389.09
2024,4,Canada,Road-750 Black,4,2153.34
2024,4,France,Mountain-200 Black,9,19785.77
2024,4,France,Mountain-200 Silver,3,7514.22
2024,4,France,Road-150 Red,9,30415.42
2024,4,France,Road-250 Black,10,22983.10
2024,4,France,Road-250 Red,2,8493.98
2024,4,France,Road-350-W Yellow,6,11623.94
2024,4,France,Road-550-W Yellow,6,8771.67
2024,4,Germany,Mountain-200 Silver,4,11482.64
2024,4,Germany,Road-150 Red,9,38402.83
2024,4,Germany,Road-250 Black,6,21064.05
2024,4,Germany,Road-250 Red,3,8315.56
2024,4,Germany,Road-350-W Yellow,3,7053.18
2024,4,Germany,Road-550-W Yellow,2,2184.83
2024,4,Germany,Road-750 Black,3,1894.69
2024,4,United Kingdom,Mountain-200 Black,2,9410.16
2024,4,United Kingdom,Mountain-200 Silver,1,4936.38
2024,4,United Kingdom,Mountain-400-W Silver,1,1552.64
2024,4,United Kingdom,Mountain-500 Black,4,2161.63
2024,4,United Kingdom,Mountain-500 Silver,0,1172.61
2024,4,United Kingdom,Road-150 Red,3,16542.65
2024,4,United Kingdom,Road-250 Black,2,9894.92
2024,4,United Kingdom,Road-250 Red,3,9891.02
2024,4,United Kingdom,Road-350-W Yellow,7,13827.07
2024,4,United Kingdom,Road-550-W Yellow,1,2149.67
2024,4,United Kingdom,Road-750 Black,23,13882.67
2024,4,United States,Mountain-200 Black,19,35371.43
2024,4,United States,Mountain-200 Silver,9,20441.17
2024,4,United States,Mountain-400-W Silver,3,2855.76
2024,4,United States,Road-150 Red,16,54148.93
2024,4,United States,Road-250 Black,3,9685.57
2024,4,United States,Road-250 Red,2,4222.79
2024,4,United States,Road-350-W Yellow,7,12952.78
2024,4,United States,Road-550-W Yellow,21,20460.90
2024,4,United States,Road-650 Black,0,1757.20
2024,4,United States,Road-750 Black,16,8146.29
2024,5,Australia,Mountain-200 Black,38,62136.04
2024,5,Australia,Mountain-200 Silver,26,56116.36
2024,5,Australia,Mountain-400-W Silver,9,5959.37
2024,5,Australia,Mountain-500 Black,3,1856.57
2024,5,Australia,Mountain-500 Silver,5,3234.54
2024,5,Australia,Road-150 Red,12,36658.13
2024,5,Australia,Road-250 Black,16,39673.47
2024,5,Australia,Road-250 Red,5,12952.14
2024,5,Australia,Road-350-W Yellow,20,34642.87
2024,5,Australia,Road-550-W Yellow,37,30458.15
2024,5,Australia,Road-650 Black,0,1492.99
2024,5,Australia,Road-750 Black,22,10311.24
2024,5,Canada,Mountain-200 Black,2,10001.43
2024,5,Canada,Mountain-500 Black,0,1227.28
2024,5,Canada,Road-150 Red,1,7358.12
2024,5,Canada,Road-250 Red,0,5226.84
2024,5,Canada,Road-650 Red,4,4806.71
2024,5,Canada,Road-750 Black,12,6658.41
2024,5,France,Mountain-200 Black,7,18193.20
2024,5,France,Mountain-200 Silver,2,9497.19
2024,5,France,Mountain-400-W Silver,1,1446.51
2024,5,France,Road-150 Red,11,41535.20
2024,5,France,Road-250 Black,6,13259.07
2024,5,France,Road-250 Red,2,10518.68
2024,5,France,Road-350-W Yellow,2,3600.32
2024,5,France,Road-650 Black,2,1302.83
2024,5,France,Road-750 Black,5,3106.11
2024,5,Germany,Road-150 Red,1,7754.41
2024,5,Germany,Road-250 Black,7,20545.02
2024,5,Germany,Road-250 Red,5,22489.00
2024,5,Germany,Road-550-W Yellow,0,2019.01
2024,5,Germany,Road-650 Black,1,1567.84
2024,5,Germany,Road-650 Red,8,7374.75
2024,5,Germany,Road-750 Black,1,2318.21
2024,5,United Kingdom,Mountain-200 Black,4,14095.85
2024,5,United Kingdom,Mountain-200 Silver,5,14417.23
2024,5,United Kingdom,Mountain-400-W Silver,1,1353.14
2024,5,United Kingdom,Mountain-500 Silver,0,1108.96
2024,5,United Kingdom,Road-150 Red,4,15736.73
2024,5,United Kingdom,Road-250 Black,5,14897.44
2024,5,United Kingdom,Road-250 Red,2,10869.95
2024,5,United Kingdom,Road-350-W Yellow,5,9300.69
2024,5,United Kingdom,Road-550-W Yellow,5,7812.99
2024,5,United Kingdom,Road-750 Black,15,8427.99
2024,5,United States,Mountain-100 Black,1,5319.17
2024,5,United States,Mountain-200 Black,8,22793.95
2024,5,United States,Mountain-200 Silver,16,30812.39
2024,5,United States,Mountain-400-W Silver,2,3035.33
2024,5,United States,Mountain-500 Black,2,1089.50
2024,5,United States,Road-150 Red,18,61633.91
2024,5,United States,Road-250 Black,6,19336.47
2024,5,United States,Road-350-W Yellow,6,13620.54
2024,5,United States,Road-550-W Yellow,11,13878.60
2024,5,United States,Road-650 Red,6,6149.16
2024,5,United States,Road-750 Black,10,4974.04
2024,6,Australia,Mountain-200 Black,2,9206.93
2024,6,Australia,Mountain-200 Silver,1,4175.30
2024,6,Australia,Mountain-400-W Silver,0,1209.91
2024,6,Australia,Road-150 Red,10,42014.67
2024,6,Australia,Road-250 Black,25,45936.09
2024,6,Australia,Road-250 Red,1,4087.02
2024,6,Australia,Road-350-W Yellow,1,3130.99
2024,6,Australia,Road-550-W Yellow,26,25984.12
2024,6,Australia,Road-650 Black,3,2466.70
2024,6,Australia,Road-650 Red,16,11685.03
2024,6,Australia,Road-750 Black,22,11053.69
2024,6,Canada,Mountain-200 Silver,0,5169.18
2024,6,Canada,Mountain-500 Black,2,1078.03
2024,6,Canada,Road-250 Red,2,4799.28
2024,6,Canada,Road-550-W Yellow,3,3989.07
2024,6,Canada,Road-650 Red,5,5220.88
2024,6,France,Mountain-200 Silver,1,4483.46
2024,6,France,Road-150 Red,0,6043.51
2024,6,France,Road-250 Red,3,8565.63
2024,6,France,Road-350-W Yellow,9,16982.54
2024,6,France,Road-550-W Yellow,10,10772.86
2024,6,France,Road-650 Black,2,2593.98
2024,6,Germany,Mountain-200 Black,8,18873.16
2024,6,Germany,Mountain-200 Silver,8,19864.28
2024,6,Germany,Mountain-400-W Silver,1,1481.82
2024,6,Germany,Road-150 Red,5,20445.51
2024,6,Germany,Road-250 Black,5,14037.50
2024,6,Germany,Road-250 Red,0,4794.34
2024,6,Germany,Road-350-W Yellow,5,9348.00
2024,6,Germany,Road-550-W Yellow,3,4197.73
2024,6,Germany,Road-650 Black,1,1560.23
2024,6,Germany,Road-650 Red,3,2963.89
2024,6,Germany,Road-750 Black,3,2187.66
2024,6,United Kingdom,Mountain-200 Black,4,14463.17
2024,6,United Kingdom,Mountain-200 Silver,3,8908.30
2024,6,United Kingdom,Road-150 Red,5,19625.29
2024,6,United Kingdom,Road-250 Black,0,5236.55
2024,6,United Kingdom,Road-250 Red,6,15241.06
2024,6,United Kingdom,Road-350-W Yellow,3,7417.56
2024,6,United Kingdom,Road-550-W Yellow,5,7232.26
2024,6,United Kingdom,Road-650 Black,2,2939.46
2024,6,United Kingdom,Road-650 Red,1,1344.22
2024,6,United Kingdom,Road-750 Black,12,6684.42
2024,6,United States,Mountain-200 Black,19,45529.47
2024,6,United States,Mountain-200 Silver,21,43026.40
2024,6,United States,Mountain-400-W Silver,1,1535.38
2024,6,United States,Mountain-500 Black,1,1015.63
2024,6,United States,Mountain-500 Silver,1,990.91
2024,6,United States,Road-150 Red,18,47981.95
2024,6,United States,Road-250 Black,6,19544.94
2024,6,United States,Road-250 Red,12,26392.82
2024,6,United States,Road-350-W Yellow,3,6017.98
2024,6,United States,Road-550-W Yellow,9,12093.84
2024,6,United States,Road-650 Black,3,2939.57
2024,6,United States,Road-650 Red,10,8493.65
2024,6,United States,Road-750 Black,5,3015.70
2024,7,Australia,Mountain-100 Black,5,17195.75
2024,7,Australia,Mountain-200 Black,25,50013.61
2024,7,Australia,Mountain-200 Silver,20,40303.08
2024,7,Australia,Mountain-400-W Silver,10,7569.58
2024,7,Australia,Mountain-500 Black,1,2060.15
2024,7,Australia,Mountain-500 Silver,8,3679.22
2024,7,Australia,Road-150 Red,27,75762.51
2024,7,Australia,Road-250 Black,19,42290.07
2024,7,Australia,Road-250 Red,9,19232.68
2024,7,Australia,Road-350-W Yellow,30,50042.49
2024,7,Australia,Road-550-W Yellow,29,31365.39
2024,7,Australia,Road-750 Black,31,14495.77
2024,7,Canada,Mountain-200 Black,8,20352.89
2024,7,Canada,Mountain-200 Silver,1,5114.74
2024,7,Canada,Mountain-500 Black,0,1220.05
2024,7,Canada,Road-150 Red,1,7630.99
2024,7,Canada,Road-250 Red,3,11198.86
2024,7,Canada,Road-350-W Yellow,1,3625.15
2024,7,Canada,Road-550-W Yellow,0,2067.45
2024,7,Canada,Road-750 Black,9,5941.02
2024,7,France,Mountain-200 Black,9,22831.84
2024,7,France,Mountain-200 Silver,8,21992.12
2024,7,France,Road-150 Red,23,71134.89
2024,7,France,Road-250 Black,13,29978.88
2024,7,France,Road-250 Red,7,20296.49
2024,7,France,Road-350-W Yellow,4,10952.56
2024,7,France,Road-550-W Yellow,10,11136.32
2024,7,France,Road-750 Black,3,1767.54
2024,7,Germany,Mountain-200 Black,6,13723.23
2024,7,Germany,Mountain-200 Silver,9,22574.12
2024,7,Germany,Road-150 Red,4,20472.38
2024,7,Germany,Road-250 Black,7,19425.09
2024,7,Germany,Road-250 Red,10,24582.68
2024,7,Germany,Road-350-W Yellow,4,8856.01
2024,7,Germany,Road-550-W Yellow,8,11302.66
2024,7,Germany,Road-650 Black,1,1522.38
2024,7,Germany,Road-650 Red,6,4216.74
2024,7,Germany,Road-750 Black,2,1051.33
2024,7,United Kingdom,Mountain-200 Black,12,31731.00
2024,7,United Kingdom,Mountain-200 Silver,7,20449.04
2024,7,United Kingdom,Mountain-400-W Silver,5,4783.56
2024,7,United Kingdom,Road-150 Red,5,20582.21
2024,7,United Kingdom,Road-250 Black,3,14142.82
2024,7,United Kingdom,Road-250 Red,4,16555.21
2024,7,United Kingdom,Road-350-W Yellow,14,25994.27
2024,7,United Kingdom,Road-550-W Yellow,9,10810.12
2024,7,United Kingdom,Road-650 Black,6,5140.17
2024,7,United Kingdom,Road-650 Red,1,1484.86
2024,7,United Kingdom,Road-750 Black,5,3331.90
2024,7,United States,Mountain-100 Black,1,6270.11
2024,7,United States,Mountain-100 Silver,0,6021.78
2024,7,United States,Mountain-200 Black,27,59475.80
2024,7,United States,Mountain-200 Silver,25,45448.36
2024,7,United States,Mountain-400-W Silver,10,8151.43
2024,7,United States,Mountain-500 Black,6,4575.68
2024,7,United States,Mountain-500 Silver,1,1182.24
2024,7,United States,Road-150 Red,19,73430.56
2024,7,United States,Road-250 Black,8,18503.43
2024,7,United States,Road-250 Red,5,16912.91
2024,7,United States,Road-350-W Yellow,6,8238.25
2024,7,United States,Road-550-W Yellow,22,25375.62
2024,7,United States,Road-650 Black,6,6107.80
2024,7,United States,Road-650 Red,3,2753.42
2024,7,United States,Road-750 Black,23,13129.38
2024,8,Australia,Mountain-100 Silver,1,5204.40
2024,8,Australia,Mountain-200 Black,14,29118.39
2024,8,Australia,Mountain-200 Silver,20,41458.64
2024,8,Australia,Mountain-400-W Silver,3,2783.23
2024,8,Australia,Mountain-500 Silver,2,1669.18
2024,8,Australia,Road-150 Red,7,25469.89
2024,8,Australia,Road-250 Black,11,28013.22
2024,8,Australia,Road-250 Red,0,2242.71
2024,8,Australia,Road-350-W Yellow,15,25427.46
2024,8,Australia,Road-550-W Yellow,6,6785.81
2024,8,Australia,Road-750 Black,11,4768.15
2024,8,Canada,Mountain-200 Silver,0,5268.80
2024,8,Canada,Mountain-500 Black,0,582.11
2024,8,Canada,Mountain-500 Silver,1,607.03
2024,8,Canada,Road-150 Red,0,3294.45
2024,8,Canada,Road-250 Red,1,4904.06
2024,8,Canada,Road-750 Black,0,526.37
2024,8,France,Mountain-100 Black,0,3509.92
2024,8,France,Mountain-200 Black,2,4401.25
2024,8,France,Mountain-200 Silver,3,6450.89
2024,8,France,Mountain-400-W Silver,0,734.25
2024,8,France,Road-150 Red,1,6925.80
2024,8,France,Road-250 Black,3,7931.86
2024,8,France,Road-250 Red,4,12611.39
2024,8,France,Road-350-W Yellow,1,1926.78
2024,8,France,Road-550-W Yellow,0,1006.46
2024,8,France,Road-750 Black,1,1010.06
2024,8,Germany,Mountain-200 Black,3,8086.95
2024,8,Germany,Road-150 Red,0,6471.24
2024,8,Germany,Road-250 Black,1,8301.31
2024,8,Germany,Road-250 Red,4,8666.32
2024,8,Germany,Road-350-W Yellow,4,7955.25
2024,8,Germany,Road-550-W Yellow,1,3367.46
2024,8,Germany,Road-650 Black,0,861.95
2024,8,United Kingdom,Mountain-200 Black,1,4269.36
2024,8,United Kingdom,Mountain-200 Silver,5,12599.42
2024,8,United Kingdom,Mountain-400-W Silver,2,1509.89
2024,8,United Kingdom,Mountain-500 Silver,1,613.30
2024,8,United Kingdom,Road-150 Red,3,10498.51
2024,8,United Kingdom,Road-250 Black,0,2391.35
2024,8,United Kingdom,Road-250 Red,0,5323.13
2024,8,United Kingdom,Road-350-W Yellow,7,13135.40
2024,8,United Kingdom,Road-550-W Yellow,2,3955.47
2024,8,United Kingdom,Road-650 Black,1,1499.31
2024,8,United Kingdom,Road-750 Black,6,3190.78
2024,8,United States,Mountain-100 Black,0,3696.91
2024,8,United States,Mountain-200 Black,6,14906.38
2024,8,United States,Mountain-200 Silver,8,25824.54
2024,8,United States,Mountain-400-W Silver,1,1657.39
2024,8,United States,Mountain-500 Black,0,815.39
2024,8,United States,Mountain-500 Silver,0,596.08
2024,8,United States,Road-150 Red,15,55278.01
2024,8,United States,Road-250 Black,2,9722.27
2024,8,United States,Road-250 Red,0,4702.70
2024,8,United States,Road-550-W Yellow,6,7728.35
2024,8,United States,Road-650 Black,0,1369.53
2024,8,United States,Road-650 Red,1,2750.02
2024,8,United States,Road-750 Black,1,1085.89
2024,9,Australia,Mountain-100 Black,5,15598.51
2024,9,Australia,Mountain-100 Silver,0,2869.85
2024,9,Australia,Mountain-200 Black,14,32154.60
2024,9,Australia,Mountain-200 Silver,19,35084.14
2024,9,Australia,Mountain-400-W Silver,5,5769.15
2024,9,Australia,Mountain-500 Silver,3,1938.96
2024,9,Australia,Road-150 Red,13,48469.27
2024,9,Australia,Road-250 Black,5,10116.82
2024,9,Australia,Road-250 Red,0,4328.25
2024,9,Australia,Road-350-W Yellow,17,25739.09
2024,9,Australia,Road-550-W Yellow,12,14811.41
2024,9,Australia,Road-650 Black,0,737.78
2024,9,Australia,Road-750 Black,3,2285.48
2024,9,Canada,Mountain-200 Black,4,11701.75
2024,9,Canada,Mountain-200 Silver,1,2461.73
2024,9,Canada,Mountain-400-W Silver,0,876.56
2024,9,Canada,Road-150 Red,1,4097.28
2024,9,Canada,Road-250 Red,1,2775.55
2024,9,France,Mountain-100 Black,0,3323.39
2024,9,France,Mountain-100 Silver,0,2640.81
2024,9,France,Mountain-200 Silver,2,5805.52
2024,9,France,Mountain-500 Silver,1,586.07
2024,9,France,Road-150 Red,4,12638.93
2024,9,France,Road-250 Black,0,1851.66
2024,9,France,Road-250 Red,5,12060.02
2024,9,France,Road-350-W Yellow,1,1591.74
2024,9,France,Road-550-W Yellow,6,5567.52
2024,9,France,Road-650 Black,2,1333.00
2024,9,Germany,Mountain-200 Black,5,14109.29
2024,9,Germany,Mountain-200 Silver,5,10585.86
2024,9,Germany,Mountain-500 Silver,1,533.26
2024,9,Germany,Road-150 Red,2,10160.81
2024,9,Germany,Road-250 Black,1,9645.71
2024,9,Germany,Road-250 Red,4,7766.76
2024,9,Germany,Road-350-W Yellow,4,6460.72
2024,9,Germany,Road-550-W Yellow,3,4287.98
2024,9,Germany,Road-650 Red,1,598.68
2024,9,United Kingdom,Mountain-200 Black,4,12542.55
2024,9,United Kingdom,Mountain-200 Silver,0,4654.66
2024,9,United Kingdom,Mountain-400-W Silver,1,1653.96
2024,9,United Kingdom,Road-150 Red,3,16553.00
2024,9,United Kingdom,Road-250 Red,0,2561.12
2024,9,United Kingdom,Road-350-W Yellow,6,10915.30
2024,9,United Kingdom,Road-550-W Yellow,3,5623.97
2024,9,United Kingdom,Road-650 Red,0,807.93
2024,9,United Kingdom,Road-750 Black,5,4063.46
2024,9,United States,Mountain-100 Black,0,2907.92
2024,9,United States,Mountain-200 Black,7,15504.97
2024,9,United States,Mountain-200 Silver,11,25205.92
2024,9,United States,Mountain-400-W Silver,0,1545.17
2024,9,United States,Road-150 Red,12,48981.19
2024,9,United States,Road-250 Black,0,2497.25
2024,9,United States,Road-350-W Yellow,0,1460.32
2024,9,United States,Road-550-W Yellow,6,6477.02
2024,9,United States,Road-650 Black,3,2747.80
2024,9,United States,Road-650 Red,4,3277.37
2024,9,United States,Road-750 Black,7,4957.41
2024,10,Australia,Mountain-100 Black,0,3041.03
2024,10,Australia,Mountain-100 Silver,3,9248.07
2024,10,Australia,Mountain-200 Black,19,33741.85
2024,10,Australia,Mountain-200 Silver,11,21542.46
2024,10,Australia,Mountain-400-W Silver,16,9796.68
2024,10,Australia,Mountain-500 Black,0,412.82
2024,10,Australia,Mountain-500 Silver,2,949.05
2024,10,Australia,Road-150 Red,13,43590.47
2024,10,Australia,Road-250 Black,5,10943.92
2024,10,Australia,Road-250 Red,0,4155.42
2024,10,Australia,Road-350-W Yellow,6,10682.98
2024,10,Australia,Road-550-W Yellow,10,11524.36
2024,10,Australia,Road-650 Black,2,3003.82
2024,10,Australia,Road-650 Red,1,2367.27
2024,10,Australia,Road-750 Black,9,5060.91
2024,10,Canada,Mountain-200 Black,0,4679.17
2024,10,Canada,Mountain-200 Silver,2,8543.79
2024,10,Canada,Mountain-400-W Silver,0,852.40
2024,10,Canada,Mountain-500 Black,1,1145.19
2024,10,Canada,Road-150 Red,2,12867.86
2024,10,Canada,Road-250 Red,1,5883.29
